ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu2459,0,13,0,133,5,0,2,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2460,11,12,64,0,2,0,1,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2461,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter pinisoli
Zotu2462,0,4,8,0,0,0,1,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu2463,84,0,0,0,2,0,0,0,bacteria,cyanobacteriota,cyanophyceae,oscillatoriales,oscillatoriaceae,oscillatoria,oscillatoria acuminata
Zotu2464,49,23,76,140,0,4,1,1,bacteria,bacillota,bacilli,bacillales,alicyclobacillaceae,alicyclobacillus,alicyclobacillus cycloheptanicus
Zotu2465,8,6,32,0,30,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,fimbriiglobus,fimbriiglobus ruber
Zotu2466,1,11,0,0,0,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu2467,1,18,11,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,ornatilinea,ornatilinea apprima
Zotu2468,1,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter tropicus
Zotu2469,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2470,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,parageobacillus,parageobacillus thermantarcticus
Zotu2471,1,0,0,64,8,1,0,0,bacteria,thermotogota,thermotogae,thermotogales,fervidobacteriaceae,thermosipho,thermosipho affectus
Zotu2472,2,17,1,0,49,0,0,0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu2473,112,11,0,0,0,0,2,7,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2474,0,0,2,1,0,0,2,0,bacteria,thermodesulfobacteriota,desulfuromonadia,geobacterales,geobacteraceae,pelotalea,pelotalea chapellei
Zotu2475,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu2476,0,0,45,0,34,1,1,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2477,9,9,31,1,0,0,0,0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu2478,0,0,0,0,0,0,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,natronomonas,natronomonas salina
Zotu2479,0,0,0,0,0,0,1,7,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella humi
Zotu2480,6,3,0,0,0,0,43,45,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu2481,0,0,91,1,0,1,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2482,3,17,22,1,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,limnoglobus,limnoglobus roseus
Zotu2483,19,65,17,0,0,2,1,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu2485,0,0,0,0,0,0,0,5,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium roseum
Zotu2486,0,0,0,0,74,0,3,0,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,opitutus,opitutus terrae
Zotu2488,20,8,0,0,40,18,1,0,bacteria,chloroflexota,caldilineae,caldilineales,caldilineaceae,litorilinea,litorilinea aerophila
Zotu2490,0,0,0,0,0,0,0,2,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flaviaesturariibacter,flaviaesturariibacter flavus
Zotu2491,1,11,50,0,1,0,0,0,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,horticoccus,horticoccus luteus
Zotu2492,0,0,0,0,0,0,6,10,bacteria,bacillota,clostridia,thermosediminibacterales,thermosediminibacteraceae,thermovenabulum,thermovenabulum gondwanense
Zotu2493,0,10,0,0,0,1,1,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu2494,1,13,0,0,0,1,0,1,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu2495,7,16,0,0,73,14,8,0,bacteria,planctomycetota,phycisphaerae,phycisphaerales,phycisphaeraceae,mucisphaera,mucisphaera calidilacus
Zotu2496,0,3,0,0,0,0,1,38,bacteria,myxococcota,myxococcia,myxococcales,archangiaceae,archangium,archangium gephyra
Zotu2497,0,0,0,0,0,0,0,12,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,hufsiella,hufsiella arboris
Zotu2498,0,0,0,1,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter seleniigenes
Zotu2499,1,1,0,0,0,0,1,0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces megasporus
Zotu2500,0,1,0,0,1,1,0,14,bacteria,thermomicrobiota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu2501,23,32,8,2,0,0,0,0,bacteria,bacillota,clostridia,thermosediminibacterales,thermosediminibacteraceae,caldanaerovirga,caldanaerovirga acetigignens
Zotu2502,2,0,0,0,0,0,2,11,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,falsiroseomonas,falsiroseomonas wooponensis
Zotu2503,0,0,0,0,1,0,0,3,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter kavangonensis
Zotu2504,0,0,0,0,0,2,10,6,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2505,0,0,0,0,0,1,0,0,bacteria,bacteroidota,cytophagia,cytophagales,roseivirgaceae,roseivirga,roseivirga marina
Zotu2506,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu2507,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,nitrobacteraceae,rhodopseudomonas,rhodopseudomonas boonkerdii
Zotu2508,3,12,22,1,15,0,13,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter xylanophilus
Zotu2509,0,0,0,0,1,0,82,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2510,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,actinoalloteichus,actinoalloteichus hoggarensis
Zotu2511,0,0,0,0,0,0,0,9,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2513,0,0,1,0,0,1,0,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides mesophilus
Zotu2514,0,0,0,0,0,0,0,4,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aurantiacum
Zotu2515,1,14,33,2,0,4,40,7,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2517,0,0,0,1,0,0,0,0,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,olivibacter,olivibacter soli
Zotu2518,2,1,0,0,1,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,pedomonas,pedomonas mirosovicensis
Zotu2519,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,ferritrophicales,ferritrophicaceae,ferritrophicum,ferritrophicum radicicola
Zotu2520,0,1,0,0,0,0,2,1,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,caulobacter henricii
Zotu2521,5,17,0,1,1,0,0,1,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu2523,0,1,0,0,28,1,34,16,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,oscillochloris,oscillochloris trichoides
Zotu2524,0,0,0,0,0,0,0,1,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu2525,4,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu2526,5,0,0,0,1,1,0,1,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu2527,1,27,1,2,1,2,0,1,bacteria,pseudomonadota,alphaproteobacteria,alphaproteobacteria,alphaproteobacteria,candidatus monilibacter,candidatus monilibacter batavus
Zotu2528,0,1,0,0,0,0,0,1,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas flava
Zotu2529,0,0,0,62,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2530,0,0,0,0,0,0,2,15,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,falsiroseomonas,falsiroseomonas riguiloci
Zotu2531,44,17,10,0,23,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,blastochloridaceae,blastochloris,blastochloris sulfoviridis
Zotu2532,1,0,29,0,29,0,41,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2533,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu2534,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu2536,23,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2537,0,0,0,0,0,0,0,1,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu2538,9,24,0,0,1,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2539,13,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2540,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter lucknowensis
Zotu2541,62,34,0,1,0,1,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2542,0,0,0,1,0,0,0,1,bacteria,bacteroidota,flavobacteriia,flavobacteriales,weeksellaceae,chryseobacterium,chryseobacterium moechotypicola
Zotu2543,3,2,0,0,0,0,51,21,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2544,0,1,0,1,0,2,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu2545,0,0,0,0,0,0,0,0,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus pimensis
Zotu2546,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,rhodocyclaceae,aromatoleum,aromatoleum toluolicum
Zotu2547,1,0,0,0,2,2,6,1,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu2548,0,0,1,0,40,43,5,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,candidatus anammoximicrobium,candidatus anammoximicrobium moscowii
Zotu2549,1,99,0,1,1,0,1,0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,nitrososphaera,candidatus nitrososphaera gargensis
Zotu2550,0,0,0,0,0,0,0,1,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu2551,1,0,0,0,0,0,0,1,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,rhodanobacteraceae,dokdonella,dokdonella immobilis
Zotu2552,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,limnoglobus,limnoglobus roseus
Zotu2553,0,0,1,1,0,0,1,0,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,horticoccus,horticoccus luteus
Zotu2554,0,0,0,0,1,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium immobile
Zotu2555,12,2,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,natronospira,natronospira proteinivora
Zotu2556,4,0,1,0,0,0,3,1,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter propionicus
Zotu2557,0,0,0,0,0,0,0,1,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,racemicystis,racemicystis persica
Zotu2558,1,3,0,43,3,1,1,1,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2559,1,0,0,0,0,0,0,0,bacteria,rhodothermota,rhodothermia,rhodothermales,rhodothermaceae,rhodocaloribacter,rhodocaloribacter litoris
Zotu2560,1,0,0,1,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu2561,57,21,0,1,0,1,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2562,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2563,37,32,0,0,6,8,10,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu2564,0,0,0,0,0,3,0,1,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu2565,0,0,0,0,0,0,6,7,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,dongia,dongia mobilis
Zotu2566,0,1,0,1,0,0,2,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu2567,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,nakamurellales,nakamurellaceae,nakamurella,nakamurella endophytica
Zotu2568,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus liaowanqingii
Zotu2569,2,1,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,peptococcaceae,candidatus desulforudis,candidatus desulforudis audaxviator
Zotu2570,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophothermus,syntrophothermus lipocalidus
Zotu2571,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,rhabdaerophilaceae,rhabdaerophilum,rhabdaerophilum calidifontis
Zotu2572,1,0,1,0,5,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2573,2,0,1,1,1,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,nocardiopsaceae,streptomonospora,streptomonospora nanhaiensis
Zotu2574,0,0,0,0,0,8,53,4,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophomonas,syntrophomonas wolfei
Zotu2575,1,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2576,0,1,0,0,0,0,2,23,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter kavangonensis
Zotu2577,0,0,0,0,0,19,0,0,bacteria,bacillota,clostridia,eubacteriales,peptococcaceae,phosphitispora,phosphitispora fastidiosa
Zotu2578,19,24,0,3,33,1,0,1,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2579,0,4,0,0,56,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,blastopirellula,blastopirellula retiformator
Zotu2580,2,3,0,0,0,0,0,25,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,pseudofrankia,pseudofrankia inefficax
Zotu2581,1,0,0,0,0,0,0,3,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2582,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,rhodanobacteraceae,dokdonella,dokdonella immobilis
Zotu2583,52,0,17,0,0,0,1,0,bacteria,bacillota,clostridia,moorellales,moorellaceae,moorella,moorella glycerini
Zotu2584,0,0,0,0,0,0,2,3,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,pseudofrankia,pseudofrankia inefficax
Zotu2585,0,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2586,0,1,0,0,0,0,0,3,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu2587,0,0,0,0,1,0,0,2,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia horti
Zotu2588,1,1,0,0,11,13,4,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu2589,0,0,0,0,0,2,1,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu2590,3,1,0,0,0,8,0,0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium ochraceum
Zotu2591,38,24,19,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,inmirania,inmirania thermothiophila
Zotu2592,0,1,1,0,17,157,1,3,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2593,0,1,0,0,28,8,46,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu2594,20,1,1,0,0,0,0,2,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2595,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,novimethylophilus,novimethylophilus kurashikiensis
Zotu2596,1,15,41,0,1,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2597,5,1,0,0,18,34,24,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,kofleriaceae,kofleria,kofleria flava
Zotu2598,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas daechungensis
Zotu2599,4,0,19,37,0,16,14,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2600,1,1,0,0,0,32,46,0,bacteria,pseudomonadota,betaproteobacteria,ferrovales,ferrovaceae,ferrovum,ferrovum myxofaciens
Zotu2601,0,0,0,0,1,1,0,6,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus sabuli
Zotu2602,0,0,0,0,0,0,1,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,rhizorhabdus,rhizorhabdus argentea
Zotu2603,6,1,0,1,0,7,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,blastochloridaceae,blastochloris,blastochloris sulfoviridis
Zotu2604,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,rhodocytophaga,rhodocytophaga aerolata
Zotu2605,0,0,0,1,0,0,0,1,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium roseum
Zotu2606,1,0,1,0,0,0,0,1,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu2607,14,0,0,0,20,30,6,1,bacteria,pseudomonadota,hydrogenophilia,hydrogenophilia,hydrogenophilia,pelomicrobium,pelomicrobium methylotrophicum
Zotu2608,0,0,0,0,0,0,0,0,bacteria,cyanobacteriota,cyanobacteria,pseudanabaenales,leptolyngbyaceae,leptolyngbya,leptolyngbya antarctica
Zotu2609,1,0,0,1,0,0,0,16,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2610,0,2,0,1,0,1,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu2611,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter rhizoryzae
Zotu2612,88,0,0,0,1,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu2613,2,0,1,1,0,0,0,1,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,roseateles,roseateles chitinivorans
Zotu2614,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,moraxellales,moraxellaceae,acinetobacter,acinetobacter junii
Zotu2615,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,moraxellales,moraxellaceae,acinetobacter,acinetobacter indicus
Zotu2616,0,0,81,1,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu2617,50,21,0,0,2,1,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiales,nordella,nordella oligomobilis
Zotu2618,0,0,0,0,0,0,0,1,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu2619,0,1,0,2,0,3,0,44,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,pseudofrankia,pseudofrankia inefficax
Zotu2620,0,1,0,0,0,0,0,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter famidurans
Zotu2621,0,1,1,68,2,1,13,9,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2622,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu2623,1,0,23,1,0,7,1,1,bacteria,pseudomonadota,gammaproteobacteria,gammaproteobacteria,gammaproteobacteria,acidibacter,acidibacter ferrireducens
Zotu2624,0,1,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium deserti
Zotu2625,0,1,0,0,0,0,12,0,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,aetherobacter,aetherobacter rufus
Zotu2626,0,0,1,1,1,0,1,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,ornatilinea,ornatilinea apprima
Zotu2627,0,0,0,0,1,12,5,14,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu2628,0,0,1,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,metabacillus,metabacillus herbersteinensis
Zotu2629,1,1,27,0,44,0,0,1,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,pirellula,pirellula staleyi
Zotu2630,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu2631,0,1,0,0,5,6,1,10,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2632,33,10,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfobulbia,desulfobulbales,desulfobulbaceae,desulfolithobacter,desulfolithobacter dissulfuricans
Zotu2633,0,0,0,0,0,0,0,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2634,9,6,4,1,21,4,2,2,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu2635,0,1,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2636,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,cesiribacteraceae,nafulsella,nafulsella turpanensis
