ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu2637,1,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,hypericibacter,hypericibacter adhaerens
Zotu2638,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,skermanella,skermanella aerolata
Zotu2639,0,0,0,0,0,0,14,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata massiliana
Zotu2641,1,29,25,0,0,0,1,0,bacteria,bacillota,thermolithobacteria,thermolithobacterales,thermolithobacteraceae,thermolithobacter,thermolithobacter ferrireducens
Zotu2642,0,1,0,0,0,0,0,4,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium mesophilum
Zotu2644,11,0,0,1,0,43,1,0,bacteria,nitrospirota,nitrospira,nitrospirales,nitrospiraceae,nitrospira,candidatus nitrospira defluvii
Zotu2645,0,0,0,0,0,0,2,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter kavangonensis
Zotu2646,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinocorallia,actinocorallia aurea
Zotu2647,0,1,0,81,1,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2648,19,34,0,0,0,0,23,0,bacteria,chloroflexota,ardenticatenia,ardenticatenales,ardenticatenaceae,ardenticatena,ardenticatena maritima
Zotu2649,0,0,0,0,0,1,11,44,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2650,15,31,26,2,0,0,1,0,bacteria,planctomycetota,planctomycetia,pirellulales,lacipirellulaceae,pirellulimonas,pirellulimonas nuda
Zotu2651,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu2652,0,0,0,1,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu2653,0,0,1,51,3,11,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu2654,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu2655,0,0,0,0,1,75,1,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2656,0,0,0,1,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus sediminis
Zotu2657,14,0,2,0,0,24,17,2,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,desulfuromonas,desulfuromonas carbonis
Zotu2658,0,0,0,0,1,0,0,5,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,azohydromonas,azohydromonas australica
Zotu2659,1,0,1,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,alcaligenaceae,pigmentiphaga,pigmentiphaga aceris
Zotu2660,0,0,0,0,3,22,10,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu2661,10,37,34,0,1,0,1,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu2662,4,2,1,1,8,15,11,3,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu2663,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinocorallia,actinocorallia herbida
Zotu2664,0,1,1,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas jaspsi
Zotu2665,13,11,2,0,1,1,0,1,bacteria,chloroflexota,caldilineae,caldilineales,caldilineaceae,litorilinea,litorilinea aerophila
Zotu2666,0,0,12,1,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2667,0,0,0,0,0,0,3,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu2668,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium terrae
Zotu2669,0,1,0,0,1,0,0,0,bacteria,actinomycetota,actinomycetia,micrococcales,microbacteriaceae,cryocola,cryocola antiquus
Zotu2670,0,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2671,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium turbinis
Zotu2672,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,chloronema,chloronema giganteum
Zotu2673,100,11,29,56,14,3,1,1,bacteria,planctomycetota,candidatus brocadiia,candidatus brocadiales,candidatus brocadiaceae,candidatus kuenenia,candidatus kuenenia stuttgartiensis
Zotu2674,0,0,0,0,0,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu2675,4,64,1,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu2676,9,55,0,0,0,1,1,1,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu2677,0,0,0,0,0,0,0,0,bacteria,abditibacteriota,abditibacteriia,abditibacteriales,abditibacteriaceae,abditibacterium,abditibacterium utsteinense
Zotu2678,15,0,0,0,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,kofleriaceae,haliangium,haliangium ochraceum
Zotu2679,0,0,0,2,0,1,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,arvibacter,arvibacter flaviflagrans
Zotu2680,0,0,1,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2681,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu2682,0,0,0,0,0,0,0,0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium tepidum
Zotu2683,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga vignae
Zotu2684,0,0,1,1,1,0,0,0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium invictum
Zotu2685,0,0,0,0,0,0,1,30,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu2687,0,0,0,0,0,0,7,2,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,skermanella,skermanella mucosa
Zotu2689,0,7,12,49,0,0,7,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu2690,0,0,1,0,0,0,0,2,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu2691,0,0,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,geoalkalibacteraceae,geoalkalibacter,geoalkalibacter ferrihydriticus
Zotu2693,0,0,0,1,0,0,0,8,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2694,0,0,0,0,0,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2695,0,0,0,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermomarinilinea,thermomarinilinea lacunifontana
Zotu2696,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,allokutzneria,allokutzneria oryzae
Zotu2697,0,1,1,0,15,0,56,36,bacteria,acidobacteriota,acidobacteriia,bryobacterales,solibacteraceae,candidatus solibacter,candidatus solibacter usitatus
Zotu2698,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,oscillochloris,oscillochloris trichoides
Zotu2699,0,0,0,0,0,4,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,ectobacillus,ectobacillus funiculus
Zotu2701,0,0,0,0,0,2,0,15,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,erythrobacteraceae,altericroceibacterium,altericroceibacterium xinjiangense
Zotu2702,1,3,1,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,fictibacillus,fictibacillus barbaricus
Zotu2703,0,0,0,1,3,0,7,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2704,0,3,1,0,2,0,1,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2706,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu2707,0,0,0,0,0,0,0,0,archaea,methanobacteriota,halobacteria,haloferacales,halorubraceae,halorubrum,halorubrum jeotgali
Zotu2708,0,0,1,2,0,0,0,2,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus caeni
Zotu2709,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter arboris
Zotu2710,0,1,1,0,2,0,0,0,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus maricopensis
Zotu2711,4,1,0,2,58,1,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes oryzae
Zotu2712,0,0,0,0,8,0,4,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu2713,0,0,0,0,0,1,2,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2714,0,0,0,0,0,1,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,haloquadratum,haloquadratum walsbyi
Zotu2715,3,0,10,57,2,1,0,3,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2716,0,1,0,0,0,0,0,23,bacteria,pseudomonadota,alphaproteobacteria,geminicoccales,geminicoccaceae,arboricoccus,arboricoccus pini
Zotu2718,15,0,0,60,0,1,12,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu2719,53,0,1,0,0,1,0,0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,natronospira,natronospira proteinivora
Zotu2720,1,2,0,0,1,0,2,3,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,caldimonas,caldimonas brevitalea
Zotu2721,0,0,7,40,18,1,1,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu2722,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium mesophilum
Zotu2723,0,1,1,1,3,13,20,50,bacteria,armatimonadota,armatimonadia,armatimonadales,armatimonadaceae,armatimonas,armatimonas rosea
Zotu2724,68,9,12,0,24,6,0,4,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu2725,21,27,29,0,0,0,2,1,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2726,25,1,14,1,20,1,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter xylanophilus
Zotu2727,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinoallomurus,actinoallomurus fulvus
Zotu2728,0,0,1,0,0,0,0,8,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu2729,0,0,0,0,0,0,2,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas aurantiaca
Zotu2730,0,0,0,1,0,2,0,2,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu2731,0,3,1,0,0,1,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,roseicella,roseicella frigidaeris
Zotu2732,36,35,2,0,1,27,0,1,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,thiobacter,thiobacter subterraneus
Zotu2733,0,9,1,0,36,0,24,1,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu2734,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,lutisporales,lutisporaceae,lutispora,lutispora thermophila
Zotu2735,0,0,0,0,4,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinomadura,actinomadura nitritigenes
Zotu2736,42,49,0,0,0,1,0,1,bacteria,planctomycetota,phycisphaerae,phycisphaerales,phycisphaeraceae,mucisphaera,mucisphaera calidilacus
Zotu2737,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,micromonosporales,micromonosporaceae,micromonospora,micromonospora echinospora
Zotu2738,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,ammoniphilus,ammoniphilus oxalaticus
Zotu2739,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu2740,1,0,0,0,0,0,0,0,archaea,methanobacteriota,methanomicrobia,methanosarcinales,methanosarcinaceae,methanosalsum,methanosalsum natronophilum
Zotu2741,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,cellvibrionales,cellvibrionaceae,cellvibrio,cellvibrio fibrivorans
Zotu2742,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas piscis
Zotu2743,1,4,0,31,3,0,0,1,bacteria,bacillota,bacilli,bacillales,bacillaceae,gracilibacillus,gracilibacillus ureilyticus
Zotu2745,1,0,7,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu2746,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,pseudofrankia,pseudofrankia inefficax
Zotu2747,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter aerophilus
Zotu2748,1,0,0,0,93,0,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,haloquadratum,haloquadratum walsbyi
Zotu2749,0,0,0,0,0,1,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter tropicus
Zotu2751,1,0,0,0,0,0,1,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea thailandensis
Zotu2752,0,1,0,1,0,0,1,2,bacteria,actinomycetota,actinomycetia,propionibacteriales,nocardioidaceae,nocardioides,nocardioides albus
Zotu2753,1,0,0,77,0,0,0,0,bacteria,thermodesulfobacteriota,thermodesulfobacteria,thermodesulfobacteriales,thermodesulfatatoraceae,thermodesulfatator,thermodesulfatator autotrophicus
Zotu2754,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium parvum
Zotu2755,8,0,0,0,0,1,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu2756,0,0,1,0,1,0,1,0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu2757,0,0,0,0,1,0,0,0,bacteria,bacillota,tissierellia,tissierellales,peptoniphilaceae,helcococcus,helcococcus sueciensis
Zotu2758,0,1,0,0,0,9,0,0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu2759,0,0,0,0,0,2,5,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu2760,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu2761,1,2,1,1,1,17,57,2,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu2762,0,1,0,1,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,dongia,dongia mobilis
Zotu2763,4,0,0,0,0,0,2,1,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu2764,17,0,72,0,29,1,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2765,0,0,0,0,0,0,2,23,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,oscillochloris,oscillochloris trichoides
Zotu2766,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,rufibacter,rufibacter glacialis
Zotu2767,1,0,0,0,0,5,1,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu2768,0,1,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga guangxiensis
Zotu2769,0,0,0,0,0,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2770,0,4,0,0,0,0,1,0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus thalictri
Zotu2771,2,0,2,21,11,3,12,5,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2772,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu2773,0,0,0,1,0,1,1,0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium oryzae
Zotu2774,0,0,18,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium turbinis
Zotu2775,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu2776,0,0,1,0,0,0,0,0,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,racemicystis,racemicystis persica
Zotu2777,1,49,15,0,7,0,2,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2778,5,0,0,0,0,0,0,0,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,racemicystis,racemicystis persica
Zotu2780,2,2,1,1,0,0,2,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella ginsenosidimutans
Zotu2781,0,0,0,0,1,11,3,0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya tangerina
Zotu2782,0,1,0,0,0,8,32,5,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2783,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,nocardiopsaceae,actinorugispora,actinorugispora endophytica
Zotu2784,13,0,1,1,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,fimbriiglobus,fimbriiglobus ruber
Zotu2785,7,7,1,3,11,10,7,1,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2786,2,0,31,0,30,0,0,0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,methylobacillus,methylobacillus flagellatus
Zotu2787,0,0,0,0,0,0,0,8,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter tabacisoli
Zotu2788,0,1,0,0,38,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu2789,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter deserti
Zotu2791,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2792,3,2,5,1,0,2,0,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu2793,0,0,0,1,0,0,1,30,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,aridibaculum,aridibaculum aurantiacum
Zotu2794,0,0,0,0,0,0,0,1,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus navajonensis
Zotu2795,1,0,0,32,17,37,5,4,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2796,0,0,0,0,0,0,0,2,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,lentzea,lentzea albida
Zotu2797,0,0,1,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,acidiferrobacterales,acidiferrobacteraceae,sulfuricaulis,sulfuricaulis limicola
Zotu2799,0,0,1,0,0,1,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2800,0,0,0,0,1,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2801,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,planctomicrobium,planctomicrobium piriforme
Zotu2802,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,symmachiella,symmachiella dynata
Zotu2803,0,1,0,0,0,1,0,0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
