ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium turbinis
Zotu2672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,chloronema,chloronema giganteum
Zotu2673,0.334057,0.035638,0.092014,0.172154,0.045437,0.00952,0.00314,0.00314,bacteria,planctomycetota,candidatus brocadiia,candidatus brocadiales,candidatus brocadiaceae,candidatus kuenenia,candidatus kuenenia stuttgartiensis
Zotu2674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu2675,0.013362,0.207348,0.003173,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu2676,0.030065,0.17819,0.0,0.0,0.0,0.003173,0.00314,0.00314,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,abditibacteriota,abditibacteriia,abditibacteriales,abditibacteriaceae,abditibacterium,abditibacterium utsteinense
Zotu2678,0.050109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,kofleriaceae,haliangium,haliangium ochraceum
Zotu2679,0.0,0.0,0.0,0.006148,0.0,0.003173,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,arvibacter,arvibacter flaviflagrans
Zotu2680,0.0,0.0,0.003173,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu2682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium tepidum
Zotu2683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga vignae
Zotu2684,0.0,0.0,0.003173,0.003074,0.003245,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium invictum
Zotu2685,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,0.094206,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu2687,0.0,0.0,0.0,0.0,0.0,0.0,0.021977,0.00628,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,skermanella,skermanella mucosa
Zotu2689,0.0,0.022679,0.038075,0.150635,0.0,0.0,0.021977,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu2690,0.0,0.0,0.003173,0.0,0.0,0.0,0.0,0.00628,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu2691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,geoalkalibacteraceae,geoalkalibacter,geoalkalibacter ferrihydriticus
Zotu2693,0.0,0.0,0.0,0.003074,0.0,0.0,0.0,0.025122,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermomarinilinea,thermomarinilinea lacunifontana
Zotu2696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,allokutzneria,allokutzneria oryzae
Zotu2697,0.0,0.00324,0.003173,0.0,0.048682,0.0,0.175813,0.113048,bacteria,acidobacteriota,acidobacteriia,bryobacterales,solibacteraceae,candidatus solibacter,candidatus solibacter usitatus
Zotu2698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,oscillochloris,oscillochloris trichoides
Zotu2699,0.0,0.0,0.0,0.0,0.0,0.012694,0.0,0.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,ectobacillus,ectobacillus funiculus
Zotu2701,0.0,0.0,0.0,0.0,0.0,0.006347,0.0,0.047103,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,erythrobacteraceae,altericroceibacterium,altericroceibacterium xinjiangense
Zotu2702,0.003341,0.009719,0.003173,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,fictibacillus,fictibacillus barbaricus
Zotu2703,0.0,0.0,0.0,0.003074,0.009736,0.0,0.021977,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2704,0.0,0.009719,0.003173,0.0,0.006491,0.0,0.00314,0.00314,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,methanobacteriota,halobacteria,haloferacales,halorubraceae,halorubrum,halorubrum jeotgali
Zotu2708,0.0,0.0,0.003173,0.006148,0.0,0.0,0.0,0.00628,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus caeni
Zotu2709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter arboris
Zotu2710,0.0,0.00324,0.003173,0.0,0.006491,0.0,0.0,0.0,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus maricopensis
Zotu2711,0.013362,0.00324,0.0,0.006148,0.188238,0.003173,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes oryzae
Zotu2712,0.0,0.0,0.0,0.0,0.025964,0.0,0.012558,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu2713,0.0,0.0,0.0,0.0,0.0,0.003173,0.006279,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2714,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,haloquadratum,haloquadratum walsbyi
Zotu2715,0.010022,0.0,0.031729,0.175228,0.006491,0.003173,0.0,0.009421,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2716,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.072225,bacteria,pseudomonadota,alphaproteobacteria,geminicoccales,geminicoccaceae,arboricoccus,arboricoccus pini
Zotu2718,0.050109,0.0,0.0,0.184451,0.0,0.003173,0.037674,0.0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu2719,0.17705,0.0,0.003173,0.0,0.0,0.003173,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,natronospira,natronospira proteinivora
Zotu2720,0.003341,0.00648,0.0,0.0,0.003245,0.0,0.006279,0.009421,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,caldimonas,caldimonas brevitalea
Zotu2721,0.0,0.0,0.02221,0.122967,0.058419,0.003173,0.00314,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu2722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium mesophilum
Zotu2723,0.0,0.00324,0.003173,0.003074,0.009736,0.041254,0.06279,0.157011,bacteria,armatimonadota,armatimonadia,armatimonadales,armatimonadaceae,armatimonas,armatimonas rosea
Zotu2724,0.227159,0.029158,0.038075,0.0,0.077892,0.01904,0.0,0.012561,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu2725,0.070152,0.087475,0.092014,0.0,0.0,0.0,0.006279,0.00314,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2726,0.083514,0.00324,0.04442,0.003074,0.06491,0.003173,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter xylanophilus
Zotu2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinoallomurus,actinoallomurus fulvus
Zotu2728,0.0,0.0,0.003173,0.0,0.0,0.0,0.0,0.025122,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu2729,0.0,0.0,0.0,0.0,0.0,0.0,0.006279,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas aurantiaca
Zotu2730,0.0,0.0,0.0,0.003074,0.0,0.006347,0.0,0.00628,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu2731,0.0,0.009719,0.003173,0.0,0.0,0.003173,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,roseicella,roseicella frigidaeris
Zotu2732,0.120261,0.113393,0.006346,0.0,0.003245,0.085682,0.0,0.00314,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,thiobacter,thiobacter subterraneus
Zotu2733,0.0,0.029158,0.003173,0.0,0.116838,0.0,0.075348,0.00314,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu2734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,lutisporales,lutisporaceae,lutispora,lutispora thermophila
Zotu2735,0.0,0.0,0.0,0.0,0.012982,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinomadura,actinomadura nitritigenes
Zotu2736,0.140304,0.158751,0.0,0.0,0.0,0.003173,0.0,0.00314,bacteria,planctomycetota,phycisphaerae,phycisphaerales,phycisphaeraceae,mucisphaera,mucisphaera calidilacus
Zotu2737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micromonosporales,micromonosporaceae,micromonospora,micromonospora echinospora
Zotu2738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,ammoniphilus,ammoniphilus oxalaticus
Zotu2739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu2740,0.003341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,methanobacteriota,methanomicrobia,methanosarcinales,methanosarcinaceae,methanosalsum,methanosalsum natronophilum
Zotu2741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,cellvibrionales,cellvibrionaceae,cellvibrio,cellvibrio fibrivorans
Zotu2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas piscis
Zotu2743,0.003341,0.012959,0.0,0.0953,0.009736,0.0,0.0,0.00314,bacteria,bacillota,bacilli,bacillales,bacillaceae,gracilibacillus,gracilibacillus ureilyticus
Zotu2745,0.003341,0.0,0.02221,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu2746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,pseudofrankia,pseudofrankia inefficax
Zotu2747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter aerophilus
Zotu2748,0.003341,0.0,0.0,0.0,0.30183,0.0,0.0,0.0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,haloquadratum,haloquadratum walsbyi
Zotu2749,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter tropicus
Zotu2751,0.003341,0.0,0.0,0.0,0.0,0.0,0.00314,0.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea thailandensis
Zotu2752,0.0,0.00324,0.0,0.003074,0.0,0.0,0.00314,0.00628,bacteria,actinomycetota,actinomycetia,propionibacteriales,nocardioidaceae,nocardioides,nocardioides albus
Zotu2753,0.003341,0.0,0.0,0.236712,0.0,0.0,0.0,0.0,bacteria,thermodesulfobacteriota,thermodesulfobacteria,thermodesulfobacteriales,thermodesulfatatoraceae,thermodesulfatator,thermodesulfatator autotrophicus
Zotu2754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium parvum
Zotu2755,0.026725,0.0,0.0,0.0,0.0,0.003173,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu2756,0.0,0.0,0.003173,0.0,0.003245,0.0,0.00314,0.0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu2757,0.0,0.0,0.0,0.0,0.003245,0.0,0.0,0.0,bacteria,bacillota,tissierellia,tissierellales,peptoniphilaceae,helcococcus,helcococcus sueciensis
Zotu2758,0.0,0.00324,0.0,0.0,0.0,0.028561,0.0,0.0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu2759,0.0,0.0,0.0,0.0,0.0,0.006347,0.015698,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu2760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu2761,0.003341,0.00648,0.003173,0.003074,0.003245,0.053948,0.178953,0.00628,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu2762,0.0,0.00324,0.0,0.003074,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,dongia,dongia mobilis
Zotu2763,0.013362,0.0,0.0,0.0,0.0,0.0,0.006279,0.00314,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu2764,0.05679,0.0,0.228448,0.0,0.094119,0.003173,0.0,0.0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2765,0.0,0.0,0.0,0.0,0.0,0.0,0.006279,0.072225,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,oscillochloris,oscillochloris trichoides
Zotu2766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,rufibacter,rufibacter glacialis
Zotu2767,0.003341,0.0,0.0,0.0,0.0,0.015867,0.00314,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu2768,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga guangxiensis
Zotu2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2770,0.0,0.012959,0.0,0.0,0.0,0.0,0.00314,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus thalictri
Zotu2771,0.006681,0.0,0.006346,0.064558,0.0357,0.00952,0.037674,0.015701,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu2773,0.0,0.0,0.0,0.003074,0.0,0.003173,0.00314,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium oryzae
Zotu2774,0.0,0.0,0.057112,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium turbinis
Zotu2775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu2776,0.0,0.0,0.003173,0.0,0.0,0.0,0.0,0.0,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,racemicystis,racemicystis persica
Zotu2777,0.003341,0.158751,0.047593,0.0,0.022718,0.0,0.006279,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2778,0.016703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,racemicystis,racemicystis persica
Zotu2780,0.006681,0.00648,0.003173,0.003074,0.0,0.0,0.006279,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella ginsenosidimutans
Zotu2781,0.0,0.0,0.0,0.0,0.003245,0.034907,0.009419,0.0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya tangerina
Zotu2782,0.0,0.00324,0.0,0.0,0.0,0.025387,0.100465,0.015701,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,nocardiopsaceae,actinorugispora,actinorugispora endophytica
Zotu2784,0.043427,0.0,0.003173,0.003074,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,fimbriiglobus,fimbriiglobus ruber
Zotu2785,0.023384,0.022679,0.003173,0.009223,0.0357,0.031734,0.021977,0.00314,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2786,0.006681,0.0,0.09836,0.0,0.097365,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,methylobacillus,methylobacillus flagellatus
Zotu2787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025122,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter tabacisoli
Zotu2788,0.0,0.00324,0.0,0.0,0.123329,0.0,0.0,0.0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu2789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter deserti
Zotu2791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2792,0.010022,0.00648,0.015864,0.003074,0.0,0.006347,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu2793,0.0,0.0,0.0,0.003074,0.0,0.0,0.00314,0.094206,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,aridibaculum,aridibaculum aurantiacum
Zotu2794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus navajonensis
Zotu2795,0.003341,0.0,0.0,0.098374,0.055173,0.117416,0.015698,0.012561,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00628,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,lentzea,lentzea albida
Zotu2797,0.0,0.0,0.003173,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,acidiferrobacterales,acidiferrobacteraceae,sulfuricaulis,sulfuricaulis limicola
Zotu2799,0.0,0.0,0.003173,0.0,0.0,0.003173,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2800,0.0,0.0,0.0,0.0,0.003245,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,planctomicrobium,planctomicrobium piriforme
Zotu2802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,symmachiella,symmachiella dynata
Zotu2803,0.0,0.00324,0.0,0.0,0.0,0.003173,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu2804,0.0,0.009719,0.0,0.159857,0.0,0.0,0.0,0.00314,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu2805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,rhabdothermincola,rhabdothermincola sediminis
Zotu2806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophomonas,syntrophomonas zehnderi
Zotu2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter aerophilus
Zotu2808,0.043427,0.038878,0.145953,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,thermomicrobia,thermomicrobiales,thermomicrobiaceae,thermomicrobium,thermomicrobium roseum
Zotu2810,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,0.078505,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga thermotolerans
Zotu2811,0.0,0.0,0.0,0.0,0.003245,0.0,0.0,0.021981,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu2812,0.0,0.0,0.0,0.0,0.0,0.288779,0.0,0.00314,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu2814,0.003341,0.00324,0.0,0.0,0.003245,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter marinus
Zotu2815,0.0,0.0,0.0,0.003074,0.003245,0.0,0.009419,0.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus normandii
Zotu2816,0.0,0.0,0.003173,0.0,0.0,0.0,0.006279,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces olivochromogenes
Zotu2817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu2818,0.0,0.0,0.0,0.003074,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,pirellula,pirellula staleyi
Zotu2820,0.0,0.009719,0.057112,0.0,0.0,0.003173,0.00314,0.0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu2821,0.0,0.0,0.0,0.003074,0.0,0.0,0.0,0.00314,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2822,0.003341,0.0,0.003173,0.0,0.0,0.0,0.0,0.00628,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2823,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas populi
Zotu2824,0.06013,0.025918,0.184028,0.0,0.0,0.0,0.00314,0.0,bacteria,thermodesulfobacteriota,desulfuromonadia,geobacterales,geobacteraceae,geobacter,geobacter sulfurreducens
Zotu2825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
