ANATOMY,Interdune,Stoss,Lee,Interdune,Interdune,Interdune,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Lee,Interdune,Stoss,Stoss,Lee,Lee,Lee,Stoss,Stoss,Lee,Stoss,Lee,"Stoss, Star","Stoss, Star","Lee, Star","Stoss, Star","Stoss, Star",Stoss,Lee,Stoss,Stoss,Lee,Lee,Lee,Lee,Interdune,Interdune,Stoss,Stoss,Stoss,Lee,Lee,Interdune,Lee,"Stoss, Crest",Lee,nan,nan,nan,nan,nan,nan,nan
Zotu,MF.4B,MF.5B,MF.6B,MF.7B,MF.8B,MF.11A,MF.12A,MF.13A,MF.14B,MF.15A,MF.16A,MF.17A,MF.18B,MF.19A,MF.20A,MF.27B,MF.30A,MF.33A,ED.01A,ED.02B,ED.03A,ED.04A,ED.05A,ED.06A,ED.08A,ED.09A,ED.10A,ED.11A,ED.12A,ED.13A,ED.14B,ED.15B,ED.16A,ED.17B,ED.18A,ED.19A,ED.20A,ED.21A,ED.22A,ED.23A,ED.24A,ED.33A,IX.1B,IX.2A,IX.3A,IX.4B,IX.5A,IX.6A,IX.7A,IX.8A,IX.9A,IX.10A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bacteria,chloroflexota,candidatus thermofonsia,phototrophicales,phototrophicaceae,phototrophicus,phototrophicus methaneseepsis
Zotu1907,0,0,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,79,0,1,1,0,1,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1908,0,1,0,57,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu1909,0,0,6,0,0,0,4,1,14,0,1,104,1,1,10,1,2,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,rhodospirillaceae,ferruginivarius,ferruginivarius sediminum
Zotu1910,3,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,19,23,20,0,0,35,0,0,1,0,1,0,0,1,0,5,0,0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu1911,1,0,10,0,0,1,0,1,1,0,1,0,0,0,3,1,0,1,8,0,0,0,0,0,0,3,0,17,0,0,0,19,0,0,2,3,0,2,2,17,0,2,2,1,1,12,0,0,2,1,37,15,bacteria,pseudomonadota,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas xinjiangensis
Zotu1912,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,18,1,0,0,0,0,4,34,5,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,pseudonocardia,pseudonocardia hierapolitana
Zotu1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,1,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,110,1,1,0,0,0,0,0,0,0,0,0,0,1,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu1915,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,0,3,1,0,0,0,0,0,0,2,1,0,bacteria,pseudomonadota,hydrogenophilia,hydrogenophilia,hydrogenophilia,pelomicrobium,pelomicrobium methylotrophicum
Zotu1916,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,2,0,0,2,1,1,0,1,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1917,0,0,0,2,0,1,1,22,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,12,0,0,0,1,1,3,0,0,1,42,1,0,2,1,1,0,0,0,0,0,1,7,0,3,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,3,0,2,2,1,1,0,71,0,2,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu1920,0,0,10,3,1,1,1,2,9,9,0,0,1,26,5,1,0,0,1,0,0,0,0,2,0,0,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,falsiroseomonas,falsiroseomonas riguiloci
Zotu1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rickettsiales,candidatus midichloriaceae,candidatus defluviella,candidatus defluviella procrastinata
Zotu1923,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,2,41,10,19,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter seleniigenes
Zotu1924,0,1,0,1,1,0,0,1,0,1,0,51,0,4,4,0,2,0,3,0,1,0,3,2,0,0,0,4,0,1,0,0,0,0,0,0,2,0,1,0,2,0,1,0,5,1,2,2,0,24,3,21,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga thermotolerans
Zotu1925,0,1,0,13,22,0,0,2,0,0,1,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,1,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1926,0,1,0,0,0,0,1,0,20,5,54,0,0,0,5,1,0,0,0,1,3,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu1927,1,1,2,8,3,0,2,0,1,1,0,0,2,0,0,2,0,0,1,1,0,0,0,1,1,104,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas parvus
Zotu1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus infantis
Zotu1929,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,118,0,0,0,1,0,bacteria,pseudomonadota,alphaproteobacteria,geminicoccales,geminicoccaceae,arboricoccus,arboricoccus pini
Zotu1930,2,3,0,2,1,2,1,1,1,17,0,0,0,0,4,0,0,0,44,0,0,0,0,3,1,2,21,1,1,0,1,0,0,0,1,2,0,0,1,0,2,2,2,0,0,28,0,0,9,7,1,18,bacteria,actinomycetota,actinomycetes,micrococcales,cellulomonadaceae,cellulomonas,cellulomonas biazotea
Zotu1931,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,0,0,0,1,93,1,1,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1932,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetia,streptomycetales,streptomycetaceae,streptomyces,streptomyces glaucosporus
Zotu1933,2,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,16,4,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas aurantiaca
Zotu1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,0,1,0,3,1,0,0,1,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,bellilinea,bellilinea caldifistulae
Zotu1935,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,2,0,0,0,0,2,0,1,2,2,1,0,3,1,1,14,17,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1936,0,1,0,13,1,1,0,0,1,1,2,1,0,10,6,1,3,4,24,0,0,0,0,0,0,13,19,17,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0,18,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces janthinus
Zotu1937,0,0,0,7,15,1,1,1,17,23,0,2,1,0,6,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,1,1,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,bacteria,vulcanimicrobiota,vulcanimicrobiia,vulcanimicrobiales,vulcanimicrobiaceae,vulcanimicrobium,vulcanimicrobium alpinum
Zotu1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu1941,0,1,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,51,0,1,0,4,0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,3,130,26,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1942,0,0,1,0,0,1,0,0,1,1,0,14,0,0,8,0,0,0,8,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,78,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides litorisoli
Zotu1943,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,bacteria,thermomicrobiota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,nitrolancea,nitrolancea hollandica
Zotu1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu1945,0,0,11,3,9,1,0,1,0,16,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,2,1,0,0,1,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu1947,0,1,0,1,1,1,0,0,0,0,0,1,0,2,3,0,1,1,1,69,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,corallococcus,corallococcus macrosporus
Zotu1948,0,0,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,46,6,3,0,1,0,0,0,0,0,38,23,1,0,12,1,0,1,1,0,0,1,0,0,0,0,2,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1949,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,2,0,0,1,3,0,0,0,0,2,1,0,1,0,0,bacteria,thermodesulfobacteriota,desulfobulbia,desulfobulbales,desulfobulbaceae,desulfolithobacter,desulfolithobacter dissulfuricans
Zotu1950,0,7,8,0,1,0,0,0,0,1,13,19,0,1,1,0,0,0,1,2,0,2,1,1,0,0,2,1,30,0,0,1,0,0,0,0,0,1,0,1,0,0,0,26,0,0,1,1,1,4,6,12,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,pseudofrankia,pseudofrankia inefficax
Zotu1951,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,38,16,1,2,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus maricopensis
Zotu1952,0,0,5,1,2,0,78,22,0,1,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,bacteria,bacteroidota,cytophagia,cytophagales,cesiribacteraceae,cesiribacter,cesiribacter roseus
Zotu1954,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,108,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius
Zotu1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata obscuriglobus
Zotu1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,163,2,0,0,1,3,3,0,2,0,1,1,5,1,0,0,1,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,protaetiibacter,protaetiibacter larvae
Zotu1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,pseudoxanthomonas,pseudoxanthomonas taiwanensis
Zotu1959,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1960,0,0,0,1,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,95,0,1,9,0,0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu1961,0,48,14,0,0,0,0,0,26,0,0,2,1,0,8,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,14,0,65,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1962,1,0,0,36,11,1,1,58,0,1,1,0,0,1,3,0,2,1,0,2,0,0,0,1,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,methylobacterium,methylobacterium iners
Zotu1963,0,1,1,0,1,1,1,1,14,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,2,0,0,0,1,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,140,1,0,0,2,bacteria,pseudomonadota,betaproteobacteria,neisseriales,neisseriaceae,neisseria,neisseria shayeganii
Zotu1966,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,65,7,0,0,0,1,1,1,0,1,0,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,urbifossiella,urbifossiella limnaea
Zotu1967,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,1,0,0,0,4,140,2,0,0,0,0,1,0,0,2,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus licheniformis
Zotu1968,2,1,1,2,82,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,desulfotomaculaceae,pelotomaculum,pelotomaculum terephthalicicum
Zotu1969,0,0,0,0,0,0,46,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13,0,43,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,pedobacter,pedobacter mongoliensis
Zotu1970,1,0,0,3,7,2,0,7,0,0,2,2,0,1,23,0,1,60,1,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,35,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces thermoalkaliphilus
Zotu1971,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,6,1,2,0,0,1,2,0,0,0,1,0,91,0,0,2,0,8,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1973,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,135,1,0,0,0,0,0,0,0,1,0,0,0,2,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter swuensis
Zotu1974,0,0,0,0,0,0,0,1,1,0,1,2,122,0,3,1,0,1,0,0,0,0,0,0,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,bacteria,bacillota,bacilli,lactobacillales,enterococcaceae,enterococcus,enterococcus cecorum
Zotu1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,sphingobacterium,sphingobacterium shayense
Zotu1976,0,0,0,2,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,3,1,1,0,0,0,47,1,1,0,0,0,0,2,0,12,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu1978,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,47,0,0,0,0,0,0,1,0,65,1,2,11,0,0,0,0,0,0,0,1,1,1,1,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu1979,0,1,11,0,0,0,0,1,0,0,22,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,23,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1980,1,0,1,0,1,1,1,0,0,1,0,0,0,0,8,0,0,0,55,1,0,1,0,0,0,0,1,0,0,1,0,0,63,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium lacusdiani
Zotu1981,2,0,0,1,0,0,0,1,0,18,0,0,0,0,20,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,42,1,0,0,1,0,0,3,1,0,0,0,0,0,4,26,0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu1982,0,19,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,62,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,cohnella,cohnella arctica
Zotu1983,0,2,0,3,10,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,2,0,1,0,0,0,0,1,0,1,0,1,bacteria,actinomycetota,actinomycetia,streptosporangiales,streptosporangiaceae,thermobispora,thermobispora bispora
Zotu1985,0,4,1,1,2,0,110,0,0,1,0,1,2,0,1,1,0,0,2,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,pedobacter,pedobacter mongoliensis
Zotu1986,0,1,0,0,0,0,0,0,10,0,0,48,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,0,0,1,3,29,34,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,skermanella,skermanella rubra
Zotu1987,0,0,8,0,0,1,1,3,3,0,3,5,0,0,6,0,9,0,1,26,2,0,10,0,0,0,3,3,0,0,0,0,3,0,1,2,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1989,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,2,1,1,1,2,0,2,0,1,2,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1990,0,0,0,2,0,38,1,0,0,2,0,1,0,1,1,68,0,1,0,2,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus nigrescens
