"","MESQUITE.FLATS.SAND.MF.4B","MESQUITE.FLATS.SAND.MF.5B","MESQUITE.FLATS.SAND.MF.6B","MESQUITE.FLATS.SAND.MF.7B","MESQUITE.FLATS.SAND.MF.8B","MESQUITE.FLATS.SAND.MF.11A","MESQUITE.FLATS.SAND.MF.12A","MESQUITE.FLATS.SAND.MF.13A","MESQUITE.FLATS.SAND.MF.14B","MESQUITE.FLATS.SAND.MF.15A","MESQUITE.FLATS.SAND.MF.16A","MESQUITE.FLATS.SAND.MF.17A","MESQUITE.FLATS.SAND.MF.18B","MESQUITE.FLATS.SAND.MF.19A","MESQUITE.FLATS.SAND.MF.20A","MESQUITE.FLATS.SAND.MF.27B","MESQUITE.FLATS.SAND.MF.28A","MESQUITE.FLATS.SAND.MF.30A","MESQUITE.FLATS.SAND.MF.31B","MESQUITE.FLATS.SAND.MF.33A","EUREKA.SAND.ED.01A","EUREKA.SAND.ED.02B","EUREKA.SAND.ED.03A","EUREKA.SAND.ED.04A","EUREKA.SAND.ED.05A","EUREKA.SAND.ED.06A","EUREKA.SAND.ED.08A","EUREKA.SAND.ED.09A","EUREKA.SAND.ED.10A","EUREKA.SAND.ED.11A","EUREKA.SAND.ED.12A","EUREKA.SAND.ED.13A","EUREKA.SAND.ED.14B","EUREKA.SAND.ED.15B","EUREKA.SAND.ED.16A","EUREKA.SAND.ED.17B","EUREKA.SAND.ED.18A","EUREKA.SAND.ED.19A","EUREKA.SAND.ED.20A","EUREKA.SAND.ED.21A","EUREKA.SAND.ED.22A","EUREKA.SAND.ED.23A","EUREKA.SAND.ED.24A","EUREKA.SAND.ED.33A","IBEX.SAND.IX.1B","IBEX.SAND.IX.2A","IBEX.SAND.IX.3A","IBEX.SAND.IX.4B","IBEX.SAND.IX.5A","IBEX.SAND.IX.6A","IBEX.SAND.IX.7A","IBEX.SAND.IX.8A","IBEX.SAND.IX.9A","IBEX.SAND.IX.10A","IBEX.SAND.IX.10CM.A","IBEX.SAND.IX.2OCM.B","IBEX.SAND.IX.3OCM.A","IBEX.SAND.IX.40CM.A","IBEX.SAND.IX.50CM.A","IBEX.SAND.IX.60CM.A","IBEX.SAND.IX.70CM.A","IBEX.SAND.IX.80CM.A"
"Zotu4219",0,0,0,1,8,2,0,0,0,0,0,8,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Zotu5339",0,0,0,5,1,1,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6286",0,0,0,8,12,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2817",0,0,0,1,1,1,1,2,0,0,0,2,0,0,5,0,51,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1993",0,0,0,6,2,0,0,0,1,0,0,28,0,9,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5777",0,0,0,1,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4424",0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2137",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Zotu3077",0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,15,0,1,4,12,0,26,0,8,0
"Zotu2622",0,0,0,1,7,1,1,2,0,7,3,1,0,0,0,64,0,0,1,2,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1269",0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,1,2,0,4,3,1,1,4,2,3,0,3,4,0,24,40,30,18,1,19,34,18,0
"Zotu4138",0,0,0,1,2,0,0,49,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
